Id,firstName,lastName,salary,managerId
8386,Emp8386,L436,33469,16
8387,Emp8387,L309,59715,78
8388,Emp8388,L709,46176,74
8389,Emp8389,L941,58523,99
8390,Emp8390,L408,99348,98
8391,Emp8391,L711,41382,81
8392,Emp8392,L169,34598,64
8393,Emp8393,L125,55967,26
8394,Emp8394,L638,75332,49
8395,Emp8395,L727,50207,45
8396,Emp8396,L795,81218,67
8397,Emp8397,L929,33511,23
8398,Emp8398,L661,54443,77
8399,Emp8399,L744,93522,74
8400,Emp8400,L253,75084,101
8401,Emp8401,L737,78959,17
8402,Emp8402,L361,57945,79
8403,Emp8403,L152,52148,31
8404,Emp8404,L656,88024,20
8405,Emp8405,L717,54917,30
8406,Emp8406,L618,52846,67
8407,Emp8407,L295,77656,1
8408,Emp8408,L708,59105,61
8409,Emp8409,L363,59556,101
8410,Emp8410,L233,85473,17
8411,Emp8411,L90,96489,55
8412,Emp8412,L996,34555,45
8413,Emp8413,L407,42011,61
8414,Emp8414,L565,90177,7
8415,Emp8415,L524,54567,6
8416,Emp8416,L622,95252,50
8417,Emp8417,L983,45832,101
8418,Emp8418,L518,50761,98
8419,Emp8419,L391,35056,26
8420,Emp8420,L15,94407,13
8421,Emp8421,L160,81960,16
8422,Emp8422,L363,59132,13
8423,Emp8423,L695,53971,72
8424,Emp8424,L92,94617,91
8425,Emp8425,L813,86982,86
8426,Emp8426,L781,64359,91
8427,Emp8427,L881,63852,69
8428,Emp8428,L413,92714,100
8429,Emp8429,L333,88014,26
8430,Emp8430,L269,47173,97
8431,Emp8431,L215,58402,19
8432,Emp8432,L157,48564,89
8433,Emp8433,L942,96631,21
8434,Emp8434,L650,43910,3
8435,Emp8435,L623,68277,97
8436,Emp8436,L158,75364,33
8437,Emp8437,L687,50222,72
8438,Emp8438,L836,54134,92
8439,Emp8439,L752,76365,23
8440,Emp8440,L59,79417,52
8441,Emp8441,L841,74241,24
8442,Emp8442,L381,36463,28
8443,Emp8443,L249,92755,50
8444,Emp8444,L69,45039,32
8445,Emp8445,L57,65593,69
8446,Emp8446,L701,94458,51
8447,Emp8447,L108,60974,36
8448,Emp8448,L498,71321,1
8449,Emp8449,L878,69962,30
8450,Emp8450,L125,72461,99
8451,Emp8451,L14,39402,20
8452,Emp8452,L794,80510,29
8453,Emp8453,L411,37514,23
8454,Emp8454,L804,67594,66
8455,Emp8455,L409,60046,85
8456,Emp8456,L849,92066,74
8457,Emp8457,L375,80609,85
8458,Emp8458,L322,66287,9
8459,Emp8459,L47,77386,61
8460,Emp8460,L258,39531,41
8461,Emp8461,L960,38820,23
8462,Emp8462,L89,86114,48
8463,Emp8463,L275,39439,93
8464,Emp8464,L580,74855,10
8465,Emp8465,L439,65601,43
8466,Emp8466,L584,41970,3
8467,Emp8467,L739,79279,74
8468,Emp8468,L217,72079,76
8469,Emp8469,L561,95097,58
8470,Emp8470,L825,54230,46
8471,Emp8471,L489,30069,8
8472,Emp8472,L19,63242,18
8473,Emp8473,L446,50748,22
8474,Emp8474,L16,39321,86
8475,Emp8475,L888,95028,80
8476,Emp8476,L140,41770,13
8477,Emp8477,L315,39606,20
8478,Emp8478,L586,61935,26
8479,Emp8479,L734,86360,97
8480,Emp8480,L414,90654,80
8481,Emp8481,L581,89494,69
8482,Emp8482,L38,98579,52
8483,Emp8483,L221,39724,61
8484,Emp8484,L437,94297,22
8485,Emp8485,L237,40473,62
8486,Emp8486,L789,54297,78
8487,Emp8487,L449,81039,17
8488,Emp8488,L783,33711,87
8489,Emp8489,L983,74448,59
8490,Emp8490,L591,99522,90
8491,Emp8491,L637,92279,69
8492,Emp8492,L558,85096,84
8493,Emp8493,L243,57263,46
8494,Emp8494,L702,70470,81
8495,Emp8495,L119,42018,26
8496,Emp8496,L789,80099,81
8497,Emp8497,L317,54690,43
8498,Emp8498,L977,97173,4
8499,Emp8499,L743,73892,87
8500,Emp8500,L239,46343,24
8501,Emp8501,L47,50780,19
8502,Emp8502,L601,39077,16
8503,Emp8503,L863,33082,46
8504,Emp8504,L358,93738,100
8505,Emp8505,L279,67065,49
8506,Emp8506,L656,89781,73
8507,Emp8507,L492,30902,37
8508,Emp8508,L52,30156,92
8509,Emp8509,L431,90852,18
8510,Emp8510,L314,70525,51
8511,Emp8511,L682,87050,70
8512,Emp8512,L411,69025,64
8513,Emp8513,L459,89000,74
8514,Emp8514,L907,41668,40
8515,Emp8515,L836,56385,54
8516,Emp8516,L912,75555,50
8517,Emp8517,L708,34426,55
8518,Emp8518,L879,73335,33
8519,Emp8519,L24,83307,5
8520,Emp8520,L362,71252,32
8521,Emp8521,L226,91637,90
8522,Emp8522,L39,80609,26
8523,Emp8523,L579,85918,35
8524,Emp8524,L191,90870,79
8525,Emp8525,L81,44406,57
8526,Emp8526,L580,76936,82
8527,Emp8527,L583,79827,18
8528,Emp8528,L329,56986,29
8529,Emp8529,L712,78622,7
8530,Emp8530,L478,31042,76
8531,Emp8531,L377,75844,23
8532,Emp8532,L166,99339,15
8533,Emp8533,L474,84201,21
8534,Emp8534,L212,85910,87
8535,Emp8535,L241,40271,39
8536,Emp8536,L629,68008,41
8537,Emp8537,L636,73961,68
8538,Emp8538,L403,75702,79
8539,Emp8539,L424,86967,37
8540,Emp8540,L306,73307,32
8541,Emp8541,L269,68293,97
8542,Emp8542,L227,70290,96
8543,Emp8543,L264,39567,91
8544,Emp8544,L627,45900,40
8545,Emp8545,L584,62058,51
8546,Emp8546,L623,61779,97
8547,Emp8547,L968,63879,91
8548,Emp8548,L593,89099,36
8549,Emp8549,L232,65342,37
8550,Emp8550,L271,32251,53
8551,Emp8551,L778,52457,68
8552,Emp8552,L230,36257,19
8553,Emp8553,L337,95602,76
8554,Emp8554,L132,92525,54
8555,Emp8555,L958,58642,93
8556,Emp8556,L686,99884,74
8557,Emp8557,L790,98470,83
8558,Emp8558,L879,65338,75
8559,Emp8559,L256,50669,13
8560,Emp8560,L991,31045,14
8561,Emp8561,L585,88398,98
8562,Emp8562,L63,52719,17
8563,Emp8563,L882,92749,15
8564,Emp8564,L45,92774,98
8565,Emp8565,L309,97970,42
8566,Emp8566,L198,67626,45
8567,Emp8567,L727,84106,81
8568,Emp8568,L345,91946,48
8569,Emp8569,L136,46470,75
8570,Emp8570,L251,31331,5
8571,Emp8571,L310,66456,6
8572,Emp8572,L444,69896,73
8573,Emp8573,L952,38400,49
8574,Emp8574,L741,59287,19
8575,Emp8575,L56,33589,73
8576,Emp8576,L919,76631,19
8577,Emp8577,L140,45046,14
8578,Emp8578,L752,90485,27
8579,Emp8579,L880,81574,43
8580,Emp8580,L542,81328,46
8581,Emp8581,L339,74221,25
8582,Emp8582,L694,91781,81
8583,Emp8583,L569,86392,1
8584,Emp8584,L945,58626,11
8585,Emp8585,L268,77250,9
8586,Emp8586,L306,54792,71
8587,Emp8587,L713,72894,34
8588,Emp8588,L398,59004,51
8589,Emp8589,L75,59205,11
8590,Emp8590,L564,78625,70
8591,Emp8591,L907,56830,7
8592,Emp8592,L912,54060,38
8593,Emp8593,L849,83398,25
8594,Emp8594,L956,47790,21
8595,Emp8595,L879,62592,5
8596,Emp8596,L318,89967,25
8597,Emp8597,L188,64750,38
8598,Emp8598,L213,44127,53
8599,Emp8599,L309,60407,3
8600,Emp8600,L462,84484,85
8601,Emp8601,L760,81936,65
8602,Emp8602,L842,33672,101
8603,Emp8603,L566,71129,5
8604,Emp8604,L725,48463,91
8605,Emp8605,L882,66776,73
8606,Emp8606,L772,36569,49
8607,Emp8607,L908,41753,20
8608,Emp8608,L679,93870,83
8609,Emp8609,L911,67492,57
8610,Emp8610,L477,64536,9
8611,Emp8611,L39,69596,25
8612,Emp8612,L862,71751,27
8613,Emp8613,L159,59934,8
8614,Emp8614,L813,78052,69
8615,Emp8615,L168,51231,7
8616,Emp8616,L625,66743,72
8617,Emp8617,L401,74346,55
8618,Emp8618,L460,74141,24
8619,Emp8619,L894,50903,94
8620,Emp8620,L206,47495,26
8621,Emp8621,L157,60641,67
8622,Emp8622,L140,32128,2
8623,Emp8623,L339,82595,18
8624,Emp8624,L111,58249,74
8625,Emp8625,L899,31305,27
8626,Emp8626,L23,58765,30
8627,Emp8627,L260,83515,26
8628,Emp8628,L452,38876,60
8629,Emp8629,L709,46102,94
8630,Emp8630,L923,86069,86
8631,Emp8631,L468,77867,101
8632,Emp8632,L449,85950,2
8633,Emp8633,L795,92703,19
8634,Emp8634,L625,75530,79
8635,Emp8635,L834,71312,97
8636,Emp8636,L921,37427,32
8637,Emp8637,L285,78522,23
8638,Emp8638,L58,40255,27
8639,Emp8639,L933,60255,23
8640,Emp8640,L596,63857,95
8641,Emp8641,L175,60800,63
8642,Emp8642,L222,65501,4
8643,Emp8643,L940,47276,92
8644,Emp8644,L131,68797,6
8645,Emp8645,L70,32147,59
8646,Emp8646,L466,51370,12
8647,Emp8647,L678,47354,21
8648,Emp8648,L54,78929,38
8649,Emp8649,L450,84209,8
8650,Emp8650,L677,90629,34
8651,Emp8651,L795,43315,94
8652,Emp8652,L658,94905,61
8653,Emp8653,L845,64137,42
8654,Emp8654,L109,53970,53
8655,Emp8655,L52,80635,34
8656,Emp8656,L656,59804,47
8657,Emp8657,L894,87764,69
8658,Emp8658,L808,91493,20
8659,Emp8659,L152,74496,81
8660,Emp8660,L894,38400,65
8661,Emp8661,L160,71504,24
8662,Emp8662,L42,74989,77
8663,Emp8663,L404,99963,50
8664,Emp8664,L730,63386,37
8665,Emp8665,L743,49324,65
8666,Emp8666,L498,62650,32
8667,Emp8667,L193,89161,81
8668,Emp8668,L788,40001,74
8669,Emp8669,L103,47038,24
8670,Emp8670,L89,36179,11
8671,Emp8671,L544,90016,16
8672,Emp8672,L43,60894,66
8673,Emp8673,L355,84516,90
8674,Emp8674,L629,36553,96
8675,Emp8675,L939,39690,86
8676,Emp8676,L876,36485,59
8677,Emp8677,L299,34725,63
8678,Emp8678,L955,59561,81
8679,Emp8679,L155,76205,77
8680,Emp8680,L602,63006,14
8681,Emp8681,L364,53357,89
8682,Emp8682,L326,44338,77
8683,Emp8683,L105,52631,64
8684,Emp8684,L146,94517,23
8685,Emp8685,L767,63361,50
8686,Emp8686,L226,89559,32
8687,Emp8687,L168,32813,24
8688,Emp8688,L878,67914,47
8689,Emp8689,L148,44809,20
8690,Emp8690,L181,79398,49
8691,Emp8691,L329,64166,87
8692,Emp8692,L901,80135,76
8693,Emp8693,L931,55598,25
8694,Emp8694,L754,30197,95
8695,Emp8695,L553,55624,89
8696,Emp8696,L1000,67997,26
8697,Emp8697,L310,88041,38
8698,Emp8698,L313,95824,3
8699,Emp8699,L512,96659,67
8700,Emp8700,L595,73331,77
8701,Emp8701,L278,90899,2
8702,Emp8702,L824,51785,3
8703,Emp8703,L881,79045,2
8704,Emp8704,L700,79482,79
8705,Emp8705,L520,75791,99
8706,Emp8706,L627,71054,10
8707,Emp8707,L807,88745,25
8708,Emp8708,L264,53810,64
8709,Emp8709,L438,57420,51
8710,Emp8710,L971,71488,21
8711,Emp8711,L239,65128,54
8712,Emp8712,L464,95274,24
8713,Emp8713,L327,52347,61
8714,Emp8714,L934,77014,21
8715,Emp8715,L158,32298,73
8716,Emp8716,L83,82345,54
8717,Emp8717,L556,40972,45
8718,Emp8718,L829,47540,19
8719,Emp8719,L670,78350,4
8720,Emp8720,L743,50665,74
8721,Emp8721,L607,67465,20
8722,Emp8722,L74,72281,15
8723,Emp8723,L421,58621,99
8724,Emp8724,L156,71647,6
8725,Emp8725,L776,82720,41
8726,Emp8726,L447,62029,30
8727,Emp8727,L685,50207,60
8728,Emp8728,L419,52591,83
8729,Emp8729,L741,68883,80
8730,Emp8730,L783,53577,86
8731,Emp8731,L442,79411,6
8732,Emp8732,L344,63975,10
8733,Emp8733,L527,33547,80
8734,Emp8734,L685,74517,83
8735,Emp8735,L200,56838,13
8736,Emp8736,L110,59233,93
8737,Emp8737,L552,35301,84
8738,Emp8738,L280,59419,6
8739,Emp8739,L877,50582,91
8740,Emp8740,L839,40971,9
8741,Emp8741,L871,49901,23
8742,Emp8742,L973,52661,13
8743,Emp8743,L79,78773,101
8744,Emp8744,L304,97025,96
8745,Emp8745,L934,44765,85
8746,Emp8746,L382,50139,92
8747,Emp8747,L557,84677,56
8748,Emp8748,L512,82620,69
8749,Emp8749,L916,31105,39
8750,Emp8750,L782,44383,14
8751,Emp8751,L335,64359,68
8752,Emp8752,L551,37666,72
8753,Emp8753,L317,70054,50
8754,Emp8754,L137,30125,97
8755,Emp8755,L814,80890,6
8756,Emp8756,L584,95860,23
8757,Emp8757,L453,98736,64
8758,Emp8758,L251,71114,62
8759,Emp8759,L336,80818,67
8760,Emp8760,L412,66932,82
8761,Emp8761,L767,70736,52
8762,Emp8762,L764,45565,100
8763,Emp8763,L446,46947,77
8764,Emp8764,L304,53631,28
8765,Emp8765,L626,48469,15
8766,Emp8766,L953,87162,92
8767,Emp8767,L184,39843,19
8768,Emp8768,L188,32242,25
8769,Emp8769,L707,38383,40
8770,Emp8770,L292,51377,6
8771,Emp8771,L260,99716,79
8772,Emp8772,L815,44780,28
8773,Emp8773,L751,93648,37
8774,Emp8774,L940,44669,66
8775,Emp8775,L483,88525,12
8776,Emp8776,L846,83248,20
8777,Emp8777,L625,66396,76
8778,Emp8778,L708,99054,74
8779,Emp8779,L668,51087,13
8780,Emp8780,L716,56104,66
8781,Emp8781,L754,32608,15
8782,Emp8782,L225,86621,8
8783,Emp8783,L420,32744,55
8784,Emp8784,L705,52032,95
8785,Emp8785,L3,38177,91
8786,Emp8786,L357,55782,1
8787,Emp8787,L166,74126,96
8788,Emp8788,L558,81908,25
8789,Emp8789,L894,42630,25
8790,Emp8790,L330,36083,1
8791,Emp8791,L830,53522,42
8792,Emp8792,L251,99397,35
8793,Emp8793,L564,30250,31
8794,Emp8794,L567,51212,46
8795,Emp8795,L863,52402,54
8796,Emp8796,L798,38185,85
8797,Emp8797,L462,82180,8
8798,Emp8798,L715,86648,69
8799,Emp8799,L843,89950,21
8800,Emp8800,L447,61990,97
8801,Emp8801,L182,57106,30
8802,Emp8802,L625,80510,65
8803,Emp8803,L809,56718,87
8804,Emp8804,L835,93393,28
8805,Emp8805,L922,40918,53
8806,Emp8806,L345,44948,65
8807,Emp8807,L987,82755,81
8808,Emp8808,L408,89621,23
8809,Emp8809,L254,86892,14
8810,Emp8810,L313,44242,71
8811,Emp8811,L997,39749,1
8812,Emp8812,L159,96301,25
8813,Emp8813,L206,59571,21
8814,Emp8814,L624,49969,92
8815,Emp8815,L690,96597,13
8816,Emp8816,L995,59334,94
8817,Emp8817,L920,54488,45
8818,Emp8818,L755,38296,60
8819,Emp8819,L489,72646,68
8820,Emp8820,L961,32593,91
8821,Emp8821,L976,93213,52
8822,Emp8822,L395,42448,64
8823,Emp8823,L45,85376,84
8824,Emp8824,L645,78527,97
8825,Emp8825,L172,30822,75
8826,Emp8826,L921,98504,82
8827,Emp8827,L877,64917,13
8828,Emp8828,L789,39838,32
8829,Emp8829,L131,91222,80
8830,Emp8830,L456,83706,78
8831,Emp8831,L472,95951,15
8832,Emp8832,L114,76182,89
8833,Emp8833,L430,99892,76
8834,Emp8834,L253,69178,83
8835,Emp8835,L677,95205,45
8836,Emp8836,L753,32180,23
8837,Emp8837,L842,49749,92
8838,Emp8838,L401,79397,90
8839,Emp8839,L713,82330,48
8840,Emp8840,L394,52389,69
8841,Emp8841,L891,76386,79
8842,Emp8842,L850,42347,74
8843,Emp8843,L332,88748,18
8844,Emp8844,L316,96483,27
8845,Emp8845,L580,51300,76
8846,Emp8846,L334,59296,44
8847,Emp8847,L280,87036,78
8848,Emp8848,L652,31183,81
8849,Emp8849,L456,69041,98
8850,Emp8850,L594,32945,18
8851,Emp8851,L275,92282,57
8852,Emp8852,L784,84002,19
8853,Emp8853,L605,69913,55
8854,Emp8854,L783,87392,9
8855,Emp8855,L634,81951,74
8856,Emp8856,L23,30504,63
8857,Emp8857,L801,89937,71
8858,Emp8858,L703,95277,40
8859,Emp8859,L573,76129,33
8860,Emp8860,L633,67254,88
8861,Emp8861,L283,39865,52
8862,Emp8862,L199,96069,66
8863,Emp8863,L116,83864,39
8864,Emp8864,L249,67876,60
8865,Emp8865,L532,75005,59
8866,Emp8866,L409,99889,27
8867,Emp8867,L390,68399,14
8868,Emp8868,L599,99953,100
8869,Emp8869,L272,68012,4
8870,Emp8870,L11,51845,41
8871,Emp8871,L656,97471,85
8872,Emp8872,L897,31299,51
8873,Emp8873,L989,52400,42
8874,Emp8874,L856,34115,16
8875,Emp8875,L409,48289,21
8876,Emp8876,L41,81997,59
8877,Emp8877,L297,38022,52
8878,Emp8878,L861,53480,3
8879,Emp8879,L548,63117,35
8880,Emp8880,L533,43680,46
8881,Emp8881,L227,30071,99
8882,Emp8882,L899,54897,72
8883,Emp8883,L824,35393,86
8884,Emp8884,L495,69992,43
8885,Emp8885,L835,61058,86
8886,Emp8886,L610,92092,80
8887,Emp8887,L854,43891,34
8888,Emp8888,L356,84525,71
8889,Emp8889,L15,49579,31
8890,Emp8890,L808,78569,58
8891,Emp8891,L49,30082,2
8892,Emp8892,L48,75208,28
8893,Emp8893,L400,82860,93
8894,Emp8894,L607,76647,14
8895,Emp8895,L209,32265,83
8896,Emp8896,L397,68375,46
8897,Emp8897,L572,64217,13
8898,Emp8898,L579,55111,99
8899,Emp8899,L555,68560,57
8900,Emp8900,L460,36787,56
8901,Emp8901,L780,92895,65
8902,Emp8902,L935,32556,93
8903,Emp8903,L122,99575,84
8904,Emp8904,L166,84322,61
8905,Emp8905,L823,34576,83
8906,Emp8906,L116,56744,4
8907,Emp8907,L382,46105,55
8908,Emp8908,L237,65570,7
8909,Emp8909,L311,63038,38
8910,Emp8910,L616,35670,17
8911,Emp8911,L496,65947,51
8912,Emp8912,L352,85304,86
8913,Emp8913,L925,82542,72
8914,Emp8914,L169,69437,48
8915,Emp8915,L387,48581,5
8916,Emp8916,L797,46521,101
8917,Emp8917,L332,75114,15
8918,Emp8918,L612,87172,79
8919,Emp8919,L141,71343,62
8920,Emp8920,L787,53364,55
8921,Emp8921,L962,53697,24
8922,Emp8922,L624,31037,16
8923,Emp8923,L242,58240,43
8924,Emp8924,L664,68652,82
8925,Emp8925,L813,33853,57
8926,Emp8926,L511,70278,34
8927,Emp8927,L923,80960,62
8928,Emp8928,L555,67823,39
8929,Emp8929,L805,72687,88
8930,Emp8930,L612,59207,48
8931,Emp8931,L448,72763,77
8932,Emp8932,L99,60377,22
8933,Emp8933,L231,70965,69
8934,Emp8934,L501,40726,1
8935,Emp8935,L295,73649,18
8936,Emp8936,L357,58594,94
8937,Emp8937,L171,37386,14
8938,Emp8938,L759,62654,1
8939,Emp8939,L131,54226,51
8940,Emp8940,L953,38911,12
8941,Emp8941,L798,91905,92
8942,Emp8942,L946,48767,31
8943,Emp8943,L994,90727,82
8944,Emp8944,L161,85784,64
8945,Emp8945,L278,62293,99
8946,Emp8946,L355,72072,80
8947,Emp8947,L692,72104,92
8948,Emp8948,L333,52409,71
8949,Emp8949,L599,70012,24
8950,Emp8950,L698,75387,22
8951,Emp8951,L730,70976,18
8952,Emp8952,L416,45159,13
8953,Emp8953,L336,94127,65
8954,Emp8954,L630,41014,48
8955,Emp8955,L69,37174,58
8956,Emp8956,L939,36845,44
8957,Emp8957,L873,36181,68
8958,Emp8958,L316,42156,47
8959,Emp8959,L459,89520,34
8960,Emp8960,L276,91815,40
8961,Emp8961,L784,77988,30
8962,Emp8962,L220,76743,82
8963,Emp8963,L145,69002,99
8964,Emp8964,L895,99327,57
8965,Emp8965,L762,68770,94
8966,Emp8966,L854,90456,15
8967,Emp8967,L365,69358,16
8968,Emp8968,L826,90222,90
8969,Emp8969,L267,67930,26
8970,Emp8970,L209,34803,78
8971,Emp8971,L237,94006,43
8972,Emp8972,L548,33969,66
8973,Emp8973,L200,46359,29
8974,Emp8974,L223,85218,68
8975,Emp8975,L895,38997,11
8976,Emp8976,L206,61410,89
8977,Emp8977,L534,53883,83
8978,Emp8978,L959,34906,55
8979,Emp8979,L486,96326,66
8980,Emp8980,L911,52948,69
8981,Emp8981,L70,76219,72
8982,Emp8982,L492,92287,23
8983,Emp8983,L10,67387,26
8984,Emp8984,L446,54111,72
8985,Emp8985,L701,38204,41
8986,Emp8986,L186,46020,41
8987,Emp8987,L709,70072,57
8988,Emp8988,L335,57879,53
8989,Emp8989,L747,59678,42
8990,Emp8990,L832,97090,62
8991,Emp8991,L104,97093,7
8992,Emp8992,L885,44074,73
8993,Emp8993,L436,92700,46
8994,Emp8994,L300,66597,25
8995,Emp8995,L509,41484,49
8996,Emp8996,L491,88024,95
8997,Emp8997,L388,51310,96
8998,Emp8998,L829,82099,76
8999,Emp8999,L955,38559,76
9000,Emp9000,L230,57512,40
9001,Emp9001,L140,63679,51
9002,Emp9002,L645,86362,49
9003,Emp9003,L995,74755,34
9004,Emp9004,L625,33800,7
9005,Emp9005,L38,44701,89
9006,Emp9006,L546,74601,7
9007,Emp9007,L234,32223,62
9008,Emp9008,L928,60664,69
9009,Emp9009,L726,74614,88
9010,Emp9010,L98,41139,21
9011,Emp9011,L609,83686,70
9012,Emp9012,L535,68077,85
9013,Emp9013,L175,68641,37
9014,Emp9014,L284,97449,50
9015,Emp9015,L530,68999,100
9016,Emp9016,L770,90007,80
9017,Emp9017,L380,87414,75
9018,Emp9018,L575,78619,22
9019,Emp9019,L912,94261,100
9020,Emp9020,L651,75682,43
9021,Emp9021,L533,46569,97
9022,Emp9022,L760,44570,67
9023,Emp9023,L53,53481,76
9024,Emp9024,L74,87816,19
9025,Emp9025,L598,90654,96
9026,Emp9026,L552,39696,94
9027,Emp9027,L307,99313,18
9028,Emp9028,L193,89225,70
9029,Emp9029,L474,31885,11
9030,Emp9030,L769,99352,43
9031,Emp9031,L938,64431,39
9032,Emp9032,L831,42960,43
9033,Emp9033,L814,57015,35
9034,Emp9034,L509,50955,55
9035,Emp9035,L401,98599,67
9036,Emp9036,L85,53884,14
9037,Emp9037,L223,33890,93
9038,Emp9038,L541,95900,27
9039,Emp9039,L771,86939,44
9040,Emp9040,L117,40736,69
9041,Emp9041,L252,94446,74
9042,Emp9042,L82,66058,69
9043,Emp9043,L591,31488,44
9044,Emp9044,L756,51879,3
9045,Emp9045,L456,91343,14
9046,Emp9046,L49,78549,74
9047,Emp9047,L152,85735,41
9048,Emp9048,L600,57227,55
9049,Emp9049,L843,78977,29
9050,Emp9050,L644,71036,12
9051,Emp9051,L517,32708,96
9052,Emp9052,L740,90906,97
9053,Emp9053,L13,71735,96
9054,Emp9054,L130,81716,25
9055,Emp9055,L765,45930,3
9056,Emp9056,L590,61605,16
9057,Emp9057,L599,40462,101
9058,Emp9058,L255,99813,2
9059,Emp9059,L874,92168,17
9060,Emp9060,L138,71307,40
9061,Emp9061,L125,61896,45
9062,Emp9062,L437,35539,93
9063,Emp9063,L61,99614,74
9064,Emp9064,L847,43246,42
9065,Emp9065,L735,46124,65
9066,Emp9066,L291,72957,6
9067,Emp9067,L901,47777,8
9068,Emp9068,L218,90429,39
9069,Emp9069,L411,39132,27
9070,Emp9070,L956,99590,44
9071,Emp9071,L211,79691,64
9072,Emp9072,L412,48331,97
9073,Emp9073,L81,58446,57
9074,Emp9074,L358,96801,89
9075,Emp9075,L614,82552,93
9076,Emp9076,L252,57392,73
9077,Emp9077,L248,37910,46
9078,Emp9078,L8,73760,91
9079,Emp9079,L330,86387,70
9080,Emp9080,L376,68259,12
9081,Emp9081,L682,62284,58
9082,Emp9082,L667,73818,12
9083,Emp9083,L841,79227,50
9084,Emp9084,L599,93877,31
9085,Emp9085,L191,76801,73
9086,Emp9086,L809,45163,45
9087,Emp9087,L389,68034,13
9088,Emp9088,L403,35582,32
9089,Emp9089,L138,96592,85
9090,Emp9090,L483,93721,31
9091,Emp9091,L468,33692,24
9092,Emp9092,L558,85289,21
9093,Emp9093,L666,79572,99
9094,Emp9094,L5,74972,53
9095,Emp9095,L303,53211,32
9096,Emp9096,L85,79507,67
9097,Emp9097,L263,39003,33
9098,Emp9098,L700,84029,91
9099,Emp9099,L36,43741,10
9100,Emp9100,L714,90532,80
9101,Emp9101,L650,56835,42
9102,Emp9102,L549,69270,43
9103,Emp9103,L849,64812,53
9104,Emp9104,L999,78929,6
9105,Emp9105,L39,54760,16
9106,Emp9106,L574,30160,86
9107,Emp9107,L503,58048,18
9108,Emp9108,L271,48705,2
9109,Emp9109,L430,57332,63
9110,Emp9110,L138,96730,55
9111,Emp9111,L270,63969,14
9112,Emp9112,L278,89413,87
9113,Emp9113,L542,60135,15
9114,Emp9114,L325,57710,76
9115,Emp9115,L590,83970,3
9116,Emp9116,L817,35885,74
9117,Emp9117,L508,82708,54
9118,Emp9118,L712,30471,34
9119,Emp9119,L178,52692,73
9120,Emp9120,L550,66466,65
9121,Emp9121,L522,89551,79
9122,Emp9122,L277,71930,98
9123,Emp9123,L984,75954,97
9124,Emp9124,L877,61081,15
9125,Emp9125,L337,89464,99
9126,Emp9126,L867,94351,18
9127,Emp9127,L465,64849,16
9128,Emp9128,L22,85681,26
9129,Emp9129,L983,45704,71
9130,Emp9130,L109,80298,101
9131,Emp9131,L795,34602,35
9132,Emp9132,L313,57297,26
9133,Emp9133,L516,98513,76
9134,Emp9134,L520,94673,9
9135,Emp9135,L562,91589,27
9136,Emp9136,L668,77073,57
9137,Emp9137,L228,60675,66
9138,Emp9138,L415,67219,28
9139,Emp9139,L487,88917,98
9140,Emp9140,L850,62908,2
9141,Emp9141,L239,31104,13
9142,Emp9142,L13,44774,78
9143,Emp9143,L198,97194,45
9144,Emp9144,L895,84936,82
9145,Emp9145,L191,46740,3
9146,Emp9146,L137,75702,51
9147,Emp9147,L807,51870,34
9148,Emp9148,L947,64336,6
9149,Emp9149,L671,52332,9
9150,Emp9150,L916,41140,30
9151,Emp9151,L36,76674,79
9152,Emp9152,L473,47557,58
9153,Emp9153,L275,66634,1
9154,Emp9154,L21,37418,9
9155,Emp9155,L707,94847,91
9156,Emp9156,L606,65666,89
9157,Emp9157,L579,58192,13
9158,Emp9158,L278,78658,21
9159,Emp9159,L246,39867,100
9160,Emp9160,L637,93271,8
9161,Emp9161,L631,70575,92
9162,Emp9162,L978,48932,13
9163,Emp9163,L769,66313,19
9164,Emp9164,L975,91029,70
9165,Emp9165,L602,92215,4
9166,Emp9166,L763,81088,20
9167,Emp9167,L887,83329,33
9168,Emp9168,L188,53259,27
9169,Emp9169,L81,95012,48
9170,Emp9170,L813,48894,39
9171,Emp9171,L297,31833,24
9172,Emp9172,L853,58047,34
9173,Emp9173,L430,43065,23
9174,Emp9174,L547,36765,14
9175,Emp9175,L198,70039,5
9176,Emp9176,L539,86573,49
9177,Emp9177,L705,80001,13
9178,Emp9178,L52,92244,28
9179,Emp9179,L153,82344,2
9180,Emp9180,L712,52260,58
9181,Emp9181,L957,49850,8
9182,Emp9182,L36,34167,100
9183,Emp9183,L344,60991,77
9184,Emp9184,L915,84277,51
9185,Emp9185,L139,39185,93
9186,Emp9186,L370,55767,74
9187,Emp9187,L982,34086,53
9188,Emp9188,L348,90928,2
9189,Emp9189,L620,71024,61
9190,Emp9190,L62,42554,4
9191,Emp9191,L250,47899,64
9192,Emp9192,L979,31615,43
9193,Emp9193,L818,90475,4
9194,Emp9194,L631,90486,28
9195,Emp9195,L195,34536,12
9196,Emp9196,L463,52500,84
9197,Emp9197,L96,44307,21
9198,Emp9198,L554,79895,27
9199,Emp9199,L43,96757,73
9200,Emp9200,L906,39905,61
9201,Emp9201,L400,94961,84
9202,Emp9202,L191,45722,19
9203,Emp9203,L824,63277,4
9204,Emp9204,L892,66612,41
9205,Emp9205,L418,44663,96
9206,Emp9206,L114,51913,64
9207,Emp9207,L828,38965,71
